"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: mode","Param: numHash","Param: size","Param: sleep","Param: soft","Param: suffix"
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,121.617499,10.090174,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,127.555049,20.427541,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,140.919612,3.111024,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,23.042422,2.802508,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,3.453434,0.052761,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,18.901823,6.913122,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,3.391278,0.230994,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,1.828079,0.045211,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,79.710591,0.410335,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,21.789907,0.446221,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,26.437819,0.374208,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,116.387019,15.113557,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,176.941212,2.077826,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,3.408116,0.133858,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,189.236238,3.750844,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,10.007467,0.308328,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,3.448637,0.050192,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,34.149612,0.358315,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,28.478504,0.076545,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,80.078350,0.338907,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,76.353210,0.246096,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,80.236974,0.388401,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,28.618839,0.052924,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,120.525414,11.947565,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,21.560356,0.483346,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,3.443633,0.057643,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,15.290631,1.530294,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,155.513487,11.831687,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,33.080396,0.356777,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,94.840569,1.843678,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,34.303706,0.264341,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,80.619375,1.639079,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,107.441265,2.304063,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,131.866413,18.266705,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,125.255428,9.448202,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,90.289988,0.466859,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,216.184477,1.927514,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,21.484078,0.428127,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,1.838258,0.049843,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,1.859979,0.092183,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,34.179417,0.225265,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,95.416359,1.683958,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,152.371322,2.778096,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,92.107124,2.344920,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,91.459809,0.635892,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,94.485778,1.972432,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,28.354457,0.062362,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,1.827280,0.059334,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,1.833680,0.042256,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,1.800143,0.041343,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,3.399777,0.167171,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,34.766545,0.270404,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,3.442737,0.113662,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,95.843674,2.046337,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,118.107089,1.894442,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,93.177543,0.428767,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,34.901097,1.285122,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,35.409857,0.312020,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,95.698441,2.344014,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,77.895922,3.046181,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,3.326869,0.136163,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,90.362146,4.439644,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,92.490210,2.126156,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,33.230297,0.406592,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,79.253014,9.537582,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,17.203616,10.233602,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,158.399334,21.404383,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,34.181166,0.305997,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,120.610022,1.384149,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,131.913841,24.145060,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,21.666423,0.449439,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,81.831541,4.517942,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,93.234595,0.275383,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,87.876101,5.310541,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,21.337101,0.333393,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,174.161911,1.946227,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,26.945901,0.560880,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,118.944804,10.379998,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,80.822490,15.551879,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,26.348796,0.534376,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,96.920088,1.342410,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,1.818249,0.057275,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,105.767938,4.455667,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,95.860841,2.323266,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,197.038270,5.664351,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,206.764679,1.452579,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,191.239651,3.586114,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,26.361677,0.697437,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,21.115403,0.925641,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,82.447570,1.815802,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,32.929386,0.560904,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,20.639044,5.813567,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,1.817124,0.067019,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,34.089265,0.501958,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,210.881553,0.929236,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,1.812329,0.058957,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,128.555758,2.010966,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,91.568566,0.428330,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,21.704918,1.179456,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,119.788332,12.729156,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,112.474671,1.687367,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,89.933224,0.503631,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,34.282812,0.458929,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,76.067413,0.170010,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,124.401329,8.382141,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,27.250323,0.600224,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,214.431130,3.306216,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,27.166732,0.777196,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,95.774106,1.301169,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,1.831944,0.034574,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,1.824259,0.064248,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,95.511481,2.367514,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,170.706167,2.881509,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,191.566237,2.775611,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,79.310709,6.721465,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,21.424494,0.760433,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,99.465682,3.322603,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,117.518615,7.093580,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,3.452975,0.123668,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,3.427783,0.087919,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,175.382309,6.659645,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,21.583865,0.580086,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,24.930766,4.014029,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,125.577204,5.288933,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,122.890856,14.153819,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,81.227176,0.606318,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,33.057556,0.342321,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,1.840610,0.048824,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,182.183465,2.659965,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,3.447088,0.142787,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,33.216412,0.247163,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,76.538191,0.447976,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,11.010321,0.119288,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,103.879202,1.411613,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,88.127252,5.713895,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,3.448715,0.338835,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,209.669816,0.673595,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,130.484720,7.951416,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,80.307997,0.734818,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,1.846921,0.074449,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,124.226254,18.373947,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,98.257893,4.839613,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,96.309148,1.672138,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,32.627813,0.362413,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,21.225751,0.383808,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,122.975389,15.293182,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,209.599396,0.831117,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,1.816037,0.063714,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,1.831886,0.037344,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,78.758302,10.069325,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,3.419087,0.112430,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,196.496626,3.090087,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,183.669859,2.678073,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,1.808691,0.050207,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,3.318827,0.179814,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,1.809140,0.051372,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,188.998340,3.536364,"ops/s",fast,0,0,0,32,ks
